DRUH,ID_IND,KOMPILACE,TYP_IND,LIM_IND,JEDNOTKA,KLIC,UROVEN,pozn,...9,LIM_INDLIST
Ligularia sibirica,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Ligularia sibirica,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Ligularia sibirica,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Ligularia sibirica,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Ligularia sibirica,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,0
Liparis loeselii,POP_POCET,dplyr::case_when(,min,50,jedinci,ano,lok,NA,NA,alespoò 50 jedinci
Liparis loeselii,POP_POSKPERC,dplyr::case_when(,max,1,kvetoucí a plodní jedinci,ne,lok,NA,NA,nejvýš 1 kvetoucí a plodní jedinci
Liparis loeselii,POP_POSKPOC,dplyr::case_when(,max,2,poèet poškození,ne,lok,NA,NA,nejvýš 2 poèet poškození
Liparis loeselii,POP_TREND,sum(,max,1,posledních dvou let s menším poètem jedincù než je referenèní hodnota,ano,lok,NA,NA,nejvýš 1 posledních dvou let s menším poètem jedincù než je referenèní hodnota
Liparis loeselii,POP_VITAL,POP_POCETVITAL/POP_POCET*100) %>%,min,30,kvetoucí a plodní jedinci,ano,lok,NA,NA,alespoò 30 kvetoucí a plodní jedinci
Liparis loeselii,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Liparis loeselii,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Liparis loeselii,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Liparis loeselii,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Liparis loeselii,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Liparis loeselii,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Liparis loeselii,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,0
Luronium natans,POP_POCET,dplyr::case_when(,min,1000,poèet rùžic,ano,lok,NA,NA,alespoò 1000 poèet rùžic
Luronium natans,POP_POSKPERC,dplyr::case_when(,max,1,poèet kvetoucích a plodných trsù,ne,lok,NA,NA,nejvýš 1 poèet kvetoucích a plodných trsù
Luronium natans,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,NA,nejvýš 2 poèet typù poškození rostlin
Luronium natans,POP_TREND,sum(,max,1,posledních dvou let s menším poètem rùžic než je referenèní hodnota,ano,lok,NA,NA,nejvýš 1 posledních dvou let s menším poètem rùžic než je referenèní hodnota
Luronium natans,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Luronium natans,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Luronium natans,STA_STUPENZACH,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<SP_STUPEN_ZACH_STAN>).*(?=</SP_STUPEN_ZACH_STAN>)"")),",val,dobrý,NA,ne,lok,NA,NA,"dobrý, støední"
Luronium natans,STA_STUPENZACH,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<SP_STUPEN_ZACH_STAN>).*(?=</SP_STUPEN_ZACH_STAN>)"")),",val,støední,NA,ne,lok,NA,NA,"dobrý, støední"
Minuartia smejkalii,POP_POCET,dplyr::case_when(,min,100,poèet trsù,ano,lok,NA,NA,alespoò 100 poèet trsù
Minuartia smejkalii,POP_POSKPERC,dplyr::case_when(,max,1,èisté plochy populace,ne,lok,NA,NA,nejvýš 1 èisté plochy populace
Minuartia smejkalii,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,NA,nejvýš 2 poèet typù poškození rostlin
Minuartia smejkalii,POP_TREND,sum(,max,1,posledních dvou let s menším poètem trsù než je referenèní hodnota,ano,lok,NA,NA,nejvýš 1 posledních dvou let s menším poètem trsù než je referenèní hodnota
Minuartia smejkalii,POP_VITAL,POP_POCETVITAL/POP_POCET*100) %>%,min,40,kvetoucí a plodné trsy,ano,lok,NA,NA,alespoò 40 kvetoucí a plodné trsy
Minuartia smejkalii,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Minuartia smejkalii,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Minuartia smejkalii,STA_POKRYVNOSTE0,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE0>).*(?=</STA_POKRYVNOSTE0>)"")),",val,0%,NA,ne,lok,NA,NA,"0%, do 25 %"
Minuartia smejkalii,STA_POKRYVNOSTE0,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE0>).*(?=</STA_POKRYVNOSTE0>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0%, do 25 %"
Minuartia smejkalii,STA_POKRYVNOSTE1,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE1>).*(?=</STA_POKRYVNOSTE1>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Minuartia smejkalii,STA_POKRYVNOSTE1,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE1>).*(?=</STA_POKRYVNOSTE1>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Minuartia smejkalii,STA_POKRYVNOSTE2E3,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE2E3>).*(?=</STA_POKRYVNOSTE2E3>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %"
Minuartia smejkalii,STA_POKRYVNOSTE2E3,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE2E3>).*(?=</STA_POKRYVNOSTE2E3>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %"
Minuartia smejkalii,STA_POKRYVNOSTE2E3,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE2E3>).*(?=</STA_POKRYVNOSTE2E3>)"")),",val,25-50 %,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %"
Minuartia smejkalii,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Minuartia smejkalii,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Minuartia smejkalii,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,0
Pedicularis sudetica,POP_POCET,dplyr::case_when(,min,10,poèet kvetoucích a plodných lodyh,ano,lok,NA,NA,alespoò 10 poèet kvetoucích a plodných lodyh
Pedicularis sudetica,POP_POSKPERC,dplyr::case_when(,max,1,poèet kvetoucích a plodných lodyh,ne,lok,NA,NA,nejvýš 1 poèet kvetoucích a plodných lodyh
Pedicularis sudetica,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,NA,nejvýš 2 poèet typù poškození rostlin
Pedicularis sudetica,POP_TREND,sum(,max,1,poèet kvetoucích a plodných lodyh,ano,lok,NA,NA,nejvýš 1 poèet kvetoucích a plodných lodyh
Pedicularis sudetica,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Pedicularis sudetica,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Pedicularis sudetica,STA_POKRYVNOSTE1,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE1>).*(?=</STA_POKRYVNOSTE1>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %, 50-75 %"
Pedicularis sudetica,STA_POKRYVNOSTE1,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE1>).*(?=</STA_POKRYVNOSTE1>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %, 50-75 %"
Pedicularis sudetica,STA_POKRYVNOSTE1,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE1>).*(?=</STA_POKRYVNOSTE1>)"")),",val,25-50 %,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %, 50-75 %"
Pedicularis sudetica,STA_POKRYVNOSTE1,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE1>).*(?=</STA_POKRYVNOSTE1>)"")),",val,50-75 %,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %, 50-75 %"
Pedicularis sudetica,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Pedicularis sudetica,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Pedicularis sudetica,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,0
Poa riphaea,POP_POCET,dplyr::case_when(,min,150,poèet trsù,ano,lok,NA,NA,alespoò 150 poèet trsù
Poa riphaea,POP_POSKPERC,dplyr::case_when(,max,1,poètu trsù,ne,lok,NA,NA,nejvýš 1 poètu trsù
Poa riphaea,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,NA,nejvýš 2 poèet typù poškození rostlin
Poa riphaea,POP_TREND,sum(,max,1,posledních dvou let s menším poètem trsù než je referenèní hodnota,ano,lok,NA,NA,nejvýš 1 posledních dvou let s menším poètem trsù než je referenèní hodnota
Poa riphaea,POP_VITAL,POP_POCETVITAL/POP_POCET*100) %>%,min,15,poèet stébel\poèet trsù,ano,lok,NA,NA,alespoò 15 poèet stébel\poèet trsù
Poa riphaea,STA_STUPENZACH,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<SP_STUPEN_ZACH_STAN>).*(?=</SP_STUPEN_ZACH_STAN>)"")),",val,dobrý,NA,ne,lok,NA,NA,"dobrý, støední"
Poa riphaea,STA_STUPENZACH,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<SP_STUPEN_ZACH_STAN>).*(?=</SP_STUPEN_ZACH_STAN>)"")),",val,støední,NA,ne,lok,NA,NA,"dobrý, støední"
Pulsatilla grandis,POP_POCET,dplyr::case_when(,min,100,kvetoucí a plodné trsy,ano,lok,NA,NA,alespoò 100 kvetoucí a plodné trsy
Pulsatilla grandis,POP_POSKPERC,dplyr::case_when(,max,1,poèet kvetoucích a plodných trsù,ne,lok,NA,NA,nejvýš 1 poèet kvetoucích a plodných trsù
Pulsatilla grandis,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,"POBLÉM TRVÁ –  u záznamù, kde není parametr sbírán se pøenáší ""2"", kde je parametr sebrán jako ""nezjištìno"", tam se pøenáší ""1"", kde byly sebrány 2 poškození, tam se pøenesly ""3""",nejvýš 2 poèet typù poškození rostlin
Pulsatilla grandis,POP_TREND,sum(,max,1,posledních dvou let s menším poètem jedincù než je referenèní hodnota,ano,lok,NA,NA,nejvýš 1 posledních dvou let s menším poètem jedincù než je referenèní hodnota
Pulsatilla grandis,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Pulsatilla grandis,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Pulsatilla grandis,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Pulsatilla grandis,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Pulsatilla grandis,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Pulsatilla grandis,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Pulsatilla grandis,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,0
Pulsatilla patens,POP_POCET,dplyr::case_when(,min,70,trsù,ano,lok,NA,NA,alespoò 70 trsù
Pulsatilla patens,POP_POSKPERC,dplyr::case_when(,max,1,poèet trsù,ne,lok,NA,NA,nejvýš 1 poèet trsù
Pulsatilla patens,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,NA,nejvýš 2 poèet typù poškození rostlin
Pulsatilla patens,POP_TREND,sum(,max,1,posledních dvou let s menším poètem jedincù než je referenèní hodnota,ano,lok,NA,NA,nejvýš 1 posledních dvou let s menším poètem jedincù než je referenèní hodnota
Pulsatilla patens,POP_VITAL,POP_POCETVITAL/POP_POCET*100) %>%,min,30,NA,ano,lok,NA,NA,alespoò 30 NA
Pulsatilla patens,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Pulsatilla patens,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Pulsatilla patens,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,5-25 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Pulsatilla patens,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Pulsatilla patens,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Pulsatilla patens,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,5-25 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Pulsatilla patens,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Pulsatilla patens,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Pulsatilla patens,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,5-25 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Pulsatilla patens,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 5 %"
Pulsatilla patens,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %"
Tephroseris longifolia subsp. moravica,POP_POCET,dplyr::case_when(,min,300,jedinci,ano,lok,NA,NA,alespoò 300 jedinci
Tephroseris longifolia subsp. moravica,POP_POSKPERC,dplyr::case_when(,max,1,poèet prýtù,ne,lok,NA,NA,nejvýš 1 poèet prýtù
Tephroseris longifolia subsp. moravica,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,NA,nejvýš 2 poèet typù poškození rostlin
Tephroseris longifolia subsp. moravica,POP_TREND,sum(,max,1,posledních dvou let s menším poètem jedincù než je referenèní hodnota,ano,lok,NA,NA,nejvýš 1 posledních dvou let s menším poètem jedincù než je referenèní hodnota
Tephroseris longifolia subsp. moravica,POP_VITAL,POP_POCETVITAL/POP_POCET*100) %>%,min,30,% poèet jedincù,ano,lok,NA,NA,alespoò 30 % poèet jedincù
Tephroseris longifolia subsp. moravica,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %"
Tephroseris longifolia subsp. moravica,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %"
Tephroseris longifolia subsp. moravica,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,25-50 %,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %"
Tephroseris longifolia subsp. moravica,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Tephroseris longifolia subsp. moravica,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Tephroseris longifolia subsp. moravica,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Tephroseris longifolia subsp. moravica,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Tephroseris longifolia subsp. moravica,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,0
Thesium ebracteatum,POP_POCET,dplyr::case_when(,min,17000,prýty,ano,lok,NA,NA,alespoò 17000 prýty
Thesium ebracteatum,POP_POSKPERC,dplyr::case_when(,max,1,poèet prýtù,ne,lok,NA,NA,nejvýš 1 poèet prýtù
Thesium ebracteatum,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,"PROBLÉM TRVÁ – vždy pøechází hodnota ""2"" i když to není pravda. Píše se to i u PøL, kde je 0 anebo 1 poškození",nejvýš 2 poèet typù poškození rostlin
Thesium ebracteatum,POP_TREND,sum(,max,1,posledních dvou let s menším poètem jedincù než je referenèní hodnota,ano,lok,NA,NA,nejvýš 1 posledních dvou let s menším poètem jedincù než je referenèní hodnota
Thesium ebracteatum,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,0,NA,ne,lok,NA,funguje a funguje i u dalších druhù,"0, do 25 %"
Thesium ebracteatum,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Thesium ebracteatum,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,0,NA,ne,lok,NA,funguje a funguje i u dalších druhù,"0, do 25 %"
Thesium ebracteatum,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Thesium ebracteatum,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Thesium ebracteatum,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Thesium ebracteatum,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,0
Phengaris nausithous,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Phengaris nausithous,STA_PRITOMNOSTROSTLIN,NA,val,jednotlivì,NA,ne,lok,NA,NA,"jednotlivì, dominantnì, hojnì"
Phengaris nausithous,STA_PRITOMNOSTROSTLIN,NA,val,dominantnì,NA,ne,lok,NA,NA,"jednotlivì, dominantnì, hojnì"
Phengaris nausithous,STA_PRITOMNOSTROSTLIN,NA,val,hojnì,NA,ne,lok,NA,NA,"jednotlivì, dominantnì, hojnì"
Phengaris nausithous,STA_LIKVIDACE,NA,val,nezaznamenána,NA,ne,lok,NA,NA,nezaznamenána
Phengaris teleius,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Phengaris teleius,STA_PRITOMNOSTROSTLIN,NA,val,jednotlivì,NA,ne,lok,NA,NA,"jednotlivì, dominantnì, hojnì"
Phengaris teleius,STA_PRITOMNOSTROSTLIN,NA,val,dominantnì,NA,ne,lok,NA,NA,"jednotlivì, dominantnì, hojnì"
Phengaris teleius,STA_PRITOMNOSTROSTLIN,NA,val,hojnì,NA,ne,lok,NA,NA,"jednotlivì, dominantnì, hojnì"
Phengaris teleius,STA_LIKVIDACE,NA,val,nezaznamenána,NA,ne,lok,NA,NA,nezaznamenána
Lycaena dispar,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Lycaena dispar,STA_PRITOMNOSTROSTLIN,NA,val,jednotlivì,NA,ne,lok,NA,NA,"jednotlivì, dominantnì, hojnì"
Lycaena dispar,STA_PRITOMNOSTROSTLIN,NA,val,dominantnì,NA,ne,lok,NA,NA,"jednotlivì, dominantnì, hojnì"
Lycaena dispar,STA_PRITOMNOSTROSTLIN,NA,val,hojnì,NA,ne,lok,NA,NA,"jednotlivì, dominantnì, hojnì"
Lycaena dispar,STA_LIKVIDACE,NA,val,nezaznamenána,NA,ne,lok,NA,NA,nezaznamenána
Euphydryas aurinia,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Euphydryas aurinia,POP_POCETSUMLOKAL,NA,min,10,hnízda housenek,ano,lok,NA,NA,alespoò 10 hnízda housenek
Euphydryas aurinia,STA_PRITOMNOSTROSTLIN,NA,val,jednotlivì,kategorie relativní poèetnosti,ne,lok,NA,NA,"jednotlivì, dominantnì, hojnì"
Euphydryas aurinia,STA_PRITOMNOSTROSTLIN,NA,val,dominantnì,kategorie relativní poèetnosti,ne,lok,NA,NA,"jednotlivì, dominantnì, hojnì"
Euphydryas aurinia,STA_PRITOMNOSTROSTLIN,NA,val,hojnì,kategorie relativní poèetnosti,ne,lok,NA,NA,"jednotlivì, dominantnì, hojnì"
Euphydryas aurinia,STA_LIKVIDACE,NA,val,nezaznamenána,NA,ne,lok,NA,NA,nezaznamenána
Euphydryas maturna,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Euphydryas maturna,POP_POCETSUMLOKAL,NA,min,10,hnízda housenek,ano,lok,NA,NA,alespoò 10 hnízda housenek
Euphydryas maturna,STA_JASANOKOLI,NA,min,jednotlivì,kategorie relativní poèetnosti,ne,lok,NA,NA,alespoò jednotlivì kategorie relativní poèetnosti
Euphydryas maturna,STA_MIKRPROSTLINA,NA,val,dominantnì,kategorie relativní poèetnosti,ne,lok,NA,NA,dominantnì
Euphydryas maturna,STA_LIKVIDACE,NA,val,nezaznamenána,NA,ne,lok,NA,NA,nezaznamenána
Eriogaster catax,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Eriogaster catax,POP_POCETSUMLOKAL,NA,min,10,hnízda housenek,ano,lok,NA,NA,alespoò 10 hnízda housenek
Eriogaster catax,STA_LIKVIDACE,NA,val,nezaznamenána,NA,ne,lok,NA,NA,nezaznamenána
Euplagia quadripunctaria,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Euplagia quadripunctaria,STA_PRITOMNOSTROSTLIN,NA,val,jednotlivì,NA,ne,lok,NA,NA,"jednotlivì, dominantnì, hojnì"
Euplagia quadripunctaria,STA_PRITOMNOSTROSTLIN,NA,val,dominantnì,NA,ne,lok,NA,NA,"jednotlivì, dominantnì, hojnì"
Euplagia quadripunctaria,STA_PRITOMNOSTROSTLIN,NA,val,hojnì,NA,ne,lok,NA,NA,"jednotlivì, dominantnì, hojnì"
Cucujus cinnaberinus,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Cucujus cinnaberinus,STA_VHSTROMN,NA,val,ano,NA,ne,lok,NA,NA,ano
Cucujus cinnaberinus,STA_VHSTROMK,NA,val,ano,NA,ne,lok,NA,NA,ano
